GroupCode,GroupName,CountryCode,CountryName
MEA,Middle East & North Africa (all income levels),IRQ,Iraq
MEA,Middle East & North Africa (all income levels),ISR,Israel
MEA,Middle East & North Africa (all income levels),JOR,Jordan
MEA,Middle East & North Africa (all income levels),KWT,Kuwait
MEA,Middle East & North Africa (all income levels),LBN,Lebanon
MEA,Middle East & North Africa (all income levels),LBY,Libya
MEA,Middle East & North Africa (all income levels),MLT,Malta
MEA,Middle East & North Africa (all income levels),MAR,Morocco
MEA,Middle East & North Africa (all income levels),OMN,Oman
MEA,Middle East & North Africa (all income levels),QAT,Qatar
MEA,Middle East & North Africa (all income levels),SAU,Saudi Arabia
MEA,Middle East & North Africa (all income levels),SYR,Syrian Arab Republic
MEA,Middle East & North Africa (all income levels),TUN,Tunisia
MEA,Middle East & North Africa (all income levels),ARE,United Arab Emirates
MEA,Middle East & North Africa (all income levels),WBG,West Bank and Gaza
MEA,Middle East & North Africa (all income levels),YEM,"Yemen, Rep."
MNA,Middle East & North Africa (developing only),DZA,Algeria
MNA,Middle East & North Africa (developing only),DJI,Djibouti
MNA,Middle East & North Africa (developing only),EGY,"Egypt, Arab Rep."
MNA,Middle East & North Africa (developing only),IRN,"Iran, Islamic Rep."
MNA,Middle East & North Africa (developing only),IRQ,Iraq
MNA,Middle East & North Africa (developing only),JOR,Jordan
MNA,Middle East & North Africa (developing only),LBN,Lebanon
MNA,Middle East & North Africa (developing only),LBY,Libya
MNA,Middle East & North Africa (developing only),MAR,Morocco
MNA,Middle East & North Africa (developing only),SYR,Syrian Arab Republic
MNA,Middle East & North Africa (developing only),TUN,Tunisia
MNA,Middle East & North Africa (developing only),WBG,West Bank and Gaza
MNA,Middle East & North Africa (developing only),YEM,"Yemen, Rep."
MIC,Middle income,ALB,Albania
MIC,Middle income,DZA,Algeria
MIC,Middle income,ASM,American Samoa
MIC,Middle income,AGO,Angola
MIC,Middle income,ARM,Armenia
MIC,Middle income,AZE,Azerbaijan
MIC,Middle income,BGD,Bangladesh
MIC,Middle income,BLR,Belarus
MIC,Middle income,BLZ,Belize
MIC,Middle income,BTN,Bhutan
MIC,Middle income,BOL,Bolivia
MIC,Middle income,BIH,Bosnia and Herzegovina
MIC,Middle income,BWA,Botswana
MIC,Middle income,BRA,Brazil
MIC,Middle income,BGR,Bulgaria
MIC,Middle income,CPV,Cabo Verde
MIC,Middle income,CMR,Cameroon
MIC,Middle income,CHN,China
MIC,Middle income,COL,Colombia
MIC,Middle income,COG,"Congo, Rep."
MIC,Middle income,CRI,Costa Rica
MIC,Middle income,CIV,Cote d'Ivoire
MIC,Middle income,CUB,Cuba
MIC,Middle income,DJI,Djibouti
MIC,Middle income,DMA,Dominica
MIC,Middle income,DOM,Dominican Republic
MIC,Middle income,ECU,Ecuador
MIC,Middle income,EGY,"Egypt, Arab Rep."
MIC,Middle income,SLV,El Salvador
MIC,Middle income,FJI,Fiji
MIC,Middle income,GAB,Gabon
MIC,Middle income,GEO,Georgia
MIC,Middle income,GHA,Ghana
MIC,Middle income,GRD,Grenada
MIC,Middle income,GTM,Guatemala
MIC,Middle income,GUY,Guyana
MIC,Middle income,HND,Honduras
MIC,Middle income,IND,India
MIC,Middle income,IDN,Indonesia
MIC,Middle income,IRN,"Iran, Islamic Rep."
MIC,Middle income,IRQ,Iraq
MIC,Middle income,JAM,Jamaica
MIC,Middle income,JOR,Jordan
MIC,Middle income,KAZ,Kazakhstan
MIC,Middle income,KEN,Kenya
MIC,Middle income,KIR,Kiribati
MIC,Middle income,KSV,Kosovo
MIC,Middle income,KGZ,Kyrgyz Republic
MIC,Middle income,LAO,Lao PDR
MIC,Middle income,LBN,Lebanon
MIC,Middle income,LSO,Lesotho
MIC,Middle income,LBY,Libya
MIC,Middle income,MKD,"Macedonia, FYR"
MIC,Middle income,MYS,Malaysia
MIC,Middle income,MDV,Maldives
MIC,Middle income,MHL,Marshall Islands
MIC,Middle income,MRT,Mauritania
MIC,Middle income,MUS,Mauritius
MIC,Middle income,MEX,Mexico
MIC,Middle income,FSM,"Micronesia, Fed. Sts."
MIC,Middle income,MDA,Moldova
MIC,Middle income,MNG,Mongolia
MIC,Middle income,MNE,Montenegro
MIC,Middle income,MAR,Morocco
MIC,Middle income,MMR,Myanmar
MIC,Middle income,NAM,Namibia
MIC,Middle income,NIC,Nicaragua
MIC,Middle income,NGA,Nigeria
MIC,Middle income,PAK,Pakistan
MIC,Middle income,PLW,Palau
MIC,Middle income,PAN,Panama
MIC,Middle income,PNG,Papua New Guinea
MIC,Middle income,PRY,Paraguay
MIC,Middle income,PER,Peru
MIC,Middle income,PHL,Philippines
MIC,Middle income,ROM,Romania
MIC,Middle income,WSM,Samoa
MIC,Middle income,STP,Sao Tome and Principe
MIC,Middle income,SEN,Senegal
MIC,Middle income,SRB,Serbia
MIC,Middle income,SLB,Solomon Islands
MIC,Middle income,ZAF,South Africa
MIC,Middle income,LKA,Sri Lanka
MIC,Middle income,LCA,St. Lucia
MIC,Middle income,VCT,St. Vincent and the Grenadines
MIC,Middle income,SDN,Sudan
MIC,Middle income,SUR,Suriname
MIC,Middle income,SWZ,Swaziland
MIC,Middle income,SYR,Syrian Arab Republic
MIC,Middle income,TJK,Tajikistan
MIC,Middle income,THA,Thailand
MIC,Middle income,TMP,Timor-Leste
MIC,Middle income,TON,Tonga
MIC,Middle income,TUN,Tunisia
MIC,Middle income,TUR,Turkey
MIC,Middle income,TKM,Turkmenistan
MIC,Middle income,TUV,Tuvalu
MIC,Middle income,UKR,Ukraine
MIC,Middle income,UZB,Uzbekistan
MIC,Middle income,VUT,Vanuatu
MIC,Middle income,VNM,Vietnam
MIC,Middle income,WBG,West Bank and Gaza
MIC,Middle income,YEM,"Yemen, Rep."
MIC,Middle income,ZMB,Zambia
NAC,North America,BMU,Bermuda
NAC,North America,CAN,Canada
NAC,North America,USA,United States
OED,OECD members,AUS,Australia
OED,OECD members,AUT,Austria
OED,OECD members,BEL,Belgium
OED,OECD members,CAN,Canada
OED,OECD members,CHL,Chile
OED,OECD members,CZE,Czech Republic
OED,OECD members,DNK,Denmark
OED,OECD members,EST,Estonia
OED,OECD members,FIN,Finland
OED,OECD members,FRA,France
OED,OECD members,DEU,Germany
OED,OECD members,GRC,Greece
OED,OECD members,HUN,Hungary
OED,OECD members,ISL,Iceland
OED,OECD members,IRL,Ireland
OED,OECD members,ISR,Israel
OED,OECD members,ITA,Italy
OED,OECD members,JPN,Japan
OED,OECD members,KOR,"Korea, Rep."
OED,OECD members,LUX,Luxembourg
OED,OECD members,MEX,Mexico
OED,OECD members,NLD,Netherlands
OED,OECD members,NZL,New Zealand
OED,OECD members,NOR,Norway
OED,OECD members,POL,Poland
OED,OECD members,PRT,Portugal
OED,OECD members,SVK,Slovak Republic
OED,OECD members,SVN,Slovenia
OED,OECD members,ESP,Spain
OED,OECD members,SWE,Sweden
OED,OECD members,CHE,Switzerland
OED,OECD members,TUR,Turkey
OED,OECD members,GBR,United Kingdom
OED,OECD members,USA,United States
OSS,Other small states,BTN,Bhutan
OSS,Other small states,BWA,Botswana
OSS,Other small states,CPV,Cabo Verde
OSS,Other small states,COM,Comoros
OSS,Other small states,DJI,Djibouti
OSS,Other small states,GNQ,Equatorial Guinea
OSS,Other small states,GAB,Gabon
OSS,Other small states,GMB,"Gambia, The"
OSS,Other small states,GNB,Guinea-Bissau
OSS,Other small states,LSO,Lesotho
OSS,Other small states,MDV,Maldives
OSS,Other small states,MUS,Mauritius
OSS,Other small states,MNE,Montenegro
OSS,Other small states,NAM,Namibia
OSS,Other small states,STP,Sao Tome and Principe
OSS,Other small states,SYC,Seychelles
OSS,Other small states,SWZ,Swaziland
OSS,Other small states,TMP,Timor-Leste
PSS,Pacific island small states,FJI,Fiji
PSS,Pacific island small states,KIR,Kiribati
PSS,Pacific island small states,MHL,Marshall Islands
PSS,Pacific island small states,FSM,"Micronesia, Fed. Sts."
PSS,Pacific island small states,PLW,Palau
PSS,Pacific island small states,WSM,Samoa
PSS,Pacific island small states,SLB,Solomon Islands
PSS,Pacific island small states,TON,Tonga
PSS,Pacific island small states,TUV,Tuvalu
PSS,Pacific island small states,VUT,Vanuatu
SST,Small states,ATG,Antigua and Barbuda
SST,Small states,BHS,"Bahamas, The"
SST,Small states,BRB,Barbados
SST,Small states,BLZ,Belize
SST,Small states,BTN,Bhutan
SST,Small states,BWA,Botswana
SST,Small states,CPV,Cabo Verde
SST,Small states,COM,Comoros
SST,Small states,DJI,Djibouti
SST,Small states,DMA,Dominica
SST,Small states,GNQ,Equatorial Guinea
SST,Small states,FJI,Fiji
SST,Small states,GAB,Gabon
SST,Small states,GMB,"Gambia, The"
SST,Small states,GRD,Grenada
SST,Small states,GNB,Guinea-Bissau
SST,Small states,GUY,Guyana
SST,Small states,JAM,Jamaica
SST,Small states,KIR,Kiribati
SST,Small states,LSO,Lesotho
SST,Small states,MDV,Maldives
SST,Small states,MHL,Marshall Islands
SST,Small states,MUS,Mauritius
SST,Small states,FSM,"Micronesia, Fed. Sts."
SST,Small states,MNE,Montenegro
SST,Small states,NAM,Namibia
SST,Small states,PLW,Palau
SST,Small states,WSM,Samoa
SST,Small states,STP,Sao Tome and Principe
SST,Small states,SYC,Seychelles
SST,Small states,SLB,Solomon Islands
SST,Small states,KNA,St. Kitts and Nevis
SST,Small states,LCA,St. Lucia
SST,Small states,VCT,St. Vincent and the Grenadines
SST,Small states,SUR,Suriname
SST,Small states,SWZ,Swaziland
SST,Small states,TMP,Timor-Leste
SST,Small states,TON,Tonga
SST,Small states,TTO,Trinidad and Tobago
SST,Small states,TUV,Tuvalu
SST,Small states,VUT,Vanuatu
SAS,South Asia,AFG,Afghanistan
SAS,South Asia,BGD,Bangladesh
SAS,South Asia,BTN,Bhutan
SAS,South Asia,IND,India
SAS,South Asia,MDV,Maldives
SAS,South Asia,NPL,Nepal
SAS,South Asia,PAK,Pakistan
SAS,South Asia,LKA,Sri Lanka
SSF,Sub-Saharan Africa (all income levels),AGO,Angola
SSF,Sub-Saharan Africa (all income levels),BEN,Benin
SSF,Sub-Saharan Africa (all income levels),BWA,Botswana
SSF,Sub-Saharan Africa (all income levels),BFA,Burkina Faso
SSF,Sub-Saharan Africa (all income levels),BDI,Burundi
SSF,Sub-Saharan Africa (all income levels),CPV,Cabo Verde
SSF,Sub-Saharan Africa (all income levels),CMR,Cameroon
SSF,Sub-Saharan Africa (all income levels),CAF,Central African Republic
SSF,Sub-Saharan Africa (all income levels),TCD,Chad
SSF,Sub-Saharan Africa (all income levels),COM,Comoros
SSF,Sub-Saharan Africa (all income levels),ZAR,"Congo, Dem. Rep."
SSF,Sub-Saharan Africa (all income levels),COG,"Congo, Rep."
SSF,Sub-Saharan Africa (all income levels),CIV,Cote d'Ivoire
SSF,Sub-Saharan Africa (all income levels),GNQ,Equatorial Guinea
SSF,Sub-Saharan Africa (all income levels),ERI,Eritrea
SSF,Sub-Saharan Africa (all income levels),ETH,Ethiopia
SSF,Sub-Saharan Africa (all income levels),GAB,Gabon
SSF,Sub-Saharan Africa (all income levels),GMB,"Gambia, The"
SSF,Sub-Saharan Africa (all income levels),GHA,Ghana
SSF,Sub-Saharan Africa (all income levels),GIN,Guinea
SSF,Sub-Saharan Africa (all income levels),GNB,Guinea-Bissau
SSF,Sub-Saharan Africa (all income levels),KEN,Kenya
SSF,Sub-Saharan Africa (all income levels),LSO,Lesotho
SSF,Sub-Saharan Africa (all income levels),LBR,Liberia
SSF,Sub-Saharan Africa (all income levels),MDG,Madagascar
SSF,Sub-Saharan Africa (all income levels),MWI,Malawi
SSF,Sub-Saharan Africa (all income levels),MLI,Mali
SSF,Sub-Saharan Africa (all income levels),MRT,Mauritania
SSF,Sub-Saharan Africa (all income levels),MUS,Mauritius
SSF,Sub-Saharan Africa (all income levels),MOZ,Mozambique
SSF,Sub-Saharan Africa (all income levels),NAM,Namibia
SSF,Sub-Saharan Africa (all income levels),NER,Niger
SSF,Sub-Saharan Africa (all income levels),NGA,Nigeria
SSF,Sub-Saharan Africa (all income levels),RWA,Rwanda
SSF,Sub-Saharan Africa (all income levels),STP,Sao Tome and Principe
SSF,Sub-Saharan Africa (all income levels),SEN,Senegal
SSF,Sub-Saharan Africa (all income levels),SYC,Seychelles
SSF,Sub-Saharan Africa (all income levels),SLE,Sierra Leone
SSF,Sub-Saharan Africa (all income levels),SOM,Somalia
SSF,Sub-Saharan Africa (all income levels),ZAF,South Africa
SSF,Sub-Saharan Africa (all income levels),SSD,South Sudan
SSF,Sub-Saharan Africa (all income levels),SDN,Sudan
SSF,Sub-Saharan Africa (all income levels),SWZ,Swaziland
SSF,Sub-Saharan Africa (all income levels),TZA,Tanzania
SSF,Sub-Saharan Africa (all income levels),TGO,Togo
SSF,Sub-Saharan Africa (all income levels),UGA,Uganda
SSF,Sub-Saharan Africa (all income levels),ZMB,Zambia
SSF,Sub-Saharan Africa (all income levels),ZWE,Zimbabwe
SSA,Sub-Saharan Africa (developing only),AGO,Angola
SSA,Sub-Saharan Africa (developing only),BEN,Benin
SSA,Sub-Saharan Africa (developing only),BWA,Botswana
SSA,Sub-Saharan Africa (developing only),BFA,Burkina Faso
SSA,Sub-Saharan Africa (developing only),BDI,Burundi
SSA,Sub-Saharan Africa (developing only),CPV,Cabo Verde
SSA,Sub-Saharan Africa (developing only),CMR,Cameroon
SSA,Sub-Saharan Africa (developing only),CAF,Central African Republic
SSA,Sub-Saharan Africa (developing only),TCD,Chad
SSA,Sub-Saharan Africa (developing only),COM,Comoros
SSA,Sub-Saharan Africa (developing only),ZAR,"Congo, Dem. Rep."
SSA,Sub-Saharan Africa (developing only),COG,"Congo, Rep."
SSA,Sub-Saharan Africa (developing only),CIV,Cote d'Ivoire
SSA,Sub-Saharan Africa (developing only),ERI,Eritrea
SSA,Sub-Saharan Africa (developing only),ETH,Ethiopia
SSA,Sub-Saharan Africa (developing only),GAB,Gabon
SSA,Sub-Saharan Africa (developing only),GMB,"Gambia, The"
SSA,Sub-Saharan Africa (developing only),GHA,Ghana
SSA,Sub-Saharan Africa (developing only),GIN,Guinea
SSA,Sub-Saharan Africa (developing only),GNB,Guinea-Bissau
SSA,Sub-Saharan Africa (developing only),KEN,Kenya
SSA,Sub-Saharan Africa (developing only),LSO,Lesotho
SSA,Sub-Saharan Africa (developing only),LBR,Liberia
SSA,Sub-Saharan Africa (developing only),MDG,Madagascar
SSA,Sub-Saharan Africa (developing only),MWI,Malawi
SSA,Sub-Saharan Africa (developing only),MLI,Mali
SSA,Sub-Saharan Africa (developing only),MRT,Mauritania
SSA,Sub-Saharan Africa (developing only),MUS,Mauritius
SSA,Sub-Saharan Africa (developing only),MOZ,Mozambique
SSA,Sub-Saharan Africa (developing only),NAM,Namibia
SSA,Sub-Saharan Africa (developing only),NER,Niger
SSA,Sub-Saharan Africa (developing only),NGA,Nigeria
SSA,Sub-Saharan Africa (developing only),RWA,Rwanda
SSA,Sub-Saharan Africa (developing only),STP,Sao Tome and Principe
SSA,Sub-Saharan Africa (developing only),SEN,Senegal
SSA,Sub-Saharan Africa (developing only),SLE,Sierra Leone
SSA,Sub-Saharan Africa (developing only),SOM,Somalia
SSA,Sub-Saharan Africa (developing only),ZAF,South Africa
SSA,Sub-Saharan Africa (developing only),SSD,South Sudan
SSA,Sub-Saharan Africa (developing only),SDN,Sudan
SSA,Sub-Saharan Africa (developing only),SWZ,Swaziland
SSA,Sub-Saharan Africa (developing only),TZA,Tanzania
SSA,Sub-Saharan Africa (developing only),TGO,Togo
SSA,Sub-Saharan Africa (developing only),UGA,Uganda
SSA,Sub-Saharan Africa (developing only),ZMB,Zambia
SSA,Sub-Saharan Africa (developing only),ZWE,Zimbabwe
UMC,Upper middle income,ALB,Albania
UMC,Upper middle income,DZA,Algeria
UMC,Upper middle income,ASM,American Samoa
UMC,Upper middle income,AGO,Angola
UMC,Upper middle income,AZE,Azerbaijan
UMC,Upper middle income,BLR,Belarus
UMC,Upper middle income,BLZ,Belize
UMC,Upper middle income,BIH,Bosnia and Herzegovina
UMC,Upper middle income,BWA,Botswana
UMC,Upper middle income,BRA,Brazil
UMC,Upper middle income,BGR,Bulgaria
UMC,Upper middle income,CHN,China
UMC,Upper middle income,COL,Colombia
UMC,Upper middle income,CRI,Costa Rica
UMC,Upper middle income,CUB,Cuba
UMC,Upper middle income,DMA,Dominica
UMC,Upper middle income,DOM,Dominican Republic
UMC,Upper middle income,ECU,Ecuador
UMC,Upper middle income,FJI,Fiji
UMC,Upper middle income,GAB,Gabon
UMC,Upper middle income,GRD,Grenada
UMC,Upper middle income,IRN,"Iran, Islamic Rep."
UMC,Upper middle income,IRQ,Iraq
UMC,Upper middle income,JAM,Jamaica
UMC,Upper middle income,JOR,Jordan
UMC,Upper middle income,KAZ,Kazakhstan
UMC,Upper middle income,LBN,Lebanon
UMC,Upper middle income,LBY,Libya
UMC,Upper middle income,MKD,"Macedonia, FYR"
UMC,Upper middle income,MYS,Malaysia
UMC,Upper middle income,MDV,Maldives
UMC,Upper middle income,MHL,Marshall Islands
UMC,Upper middle income,MUS,Mauritius
UMC,Upper middle income,MEX,Mexico
UMC,Upper middle income,MNG,Mongolia
UMC,Upper middle income,MNE,Montenegro
UMC,Upper middle income,NAM,Namibia
UMC,Upper middle income,PLW,Palau
UMC,Upper middle income,PAN,Panama
UMC,Upper middle income,PRY,Paraguay
UMC,Upper middle income,PER,Peru
UMC,Upper middle income,ROM,Romania
UMC,Upper middle income,SRB,Serbia
UMC,Upper middle income,ZAF,South Africa
UMC,Upper middle income,LCA,St. Lucia
UMC,Upper middle income,VCT,St. Vincent and the Grenadines
UMC,Upper middle income,SUR,Suriname
UMC,Upper middle income,THA,Thailand
UMC,Upper middle income,TON,Tonga
UMC,Upper middle income,TUN,Tunisia
UMC,Upper middle income,TUR,Turkey
UMC,Upper middle income,TKM,Turkmenistan
UMC,Upper middle income,TUV,Tuvalu
WLD,World,AFG,Afghanistan
WLD,World,ALB,Albania
WLD,World,DZA,Algeria
WLD,World,ASM,American Samoa
WLD,World,ADO,Andorra
WLD,World,AGO,Angola
WLD,World,ATG,Antigua and Barbuda
WLD,World,ARG,Argentina
WLD,World,ARM,Armenia
WLD,World,ABW,Aruba
WLD,World,AUS,Australia
WLD,World,AUT,Austria
WLD,World,AZE,Azerbaijan
WLD,World,BHS,"Bahamas, The"
WLD,World,BHR,Bahrain
WLD,World,BGD,Bangladesh
WLD,World,BRB,Barbados
WLD,World,BLR,Belarus
WLD,World,BEL,Belgium
WLD,World,BLZ,Belize
WLD,World,BEN,Benin
WLD,World,BMU,Bermuda
WLD,World,BTN,Bhutan
WLD,World,BOL,Bolivia
WLD,World,BIH,Bosnia and Herzegovina
WLD,World,BWA,Botswana
WLD,World,BRA,Brazil
WLD,World,BRN,Brunei Darussalam
WLD,World,BGR,Bulgaria
WLD,World,BFA,Burkina Faso
WLD,World,BDI,Burundi
WLD,World,CPV,Cabo Verde
WLD,World,KHM,Cambodia
WLD,World,CMR,Cameroon
WLD,World,CAN,Canada
WLD,World,CYM,Cayman Islands
WLD,World,CAF,Central African Republic
WLD,World,TCD,Chad
WLD,World,CHI,Channel Islands
WLD,World,CHL,Chile
WLD,World,CHN,China
WLD,World,COL,Colombia
WLD,World,COM,Comoros
WLD,World,ZAR,"Congo, Dem. Rep."
WLD,World,COG,"Congo, Rep."
WLD,World,CRI,Costa Rica
WLD,World,CIV,Cote d'Ivoire
WLD,World,HRV,Croatia
WLD,World,CUB,Cuba
WLD,World,CUW,Curacao
WLD,World,CYP,Cyprus
WLD,World,CZE,Czech Republic
WLD,World,DNK,Denmark
WLD,World,DJI,Djibouti
WLD,World,DMA,Dominica
WLD,World,DOM,Dominican Republic
WLD,World,ECU,Ecuador
WLD,World,EGY,"Egypt, Arab Rep."
WLD,World,SLV,El Salvador
WLD,World,GNQ,Equatorial Guinea
WLD,World,ERI,Eritrea
WLD,World,EST,Estonia
WLD,World,ETH,Ethiopia
WLD,World,FRO,Faroe Islands
WLD,World,FJI,Fiji
WLD,World,FIN,Finland
WLD,World,FRA,France
WLD,World,PYF,French Polynesia
WLD,World,GAB,Gabon
WLD,World,GMB,"Gambia, The"
WLD,World,GEO,Georgia
WLD,World,DEU,Germany
WLD,World,GHA,Ghana
WLD,World,GRC,Greece
WLD,World,GRL,Greenland
WLD,World,GRD,Grenada
WLD,World,GUM,Guam
WLD,World,GTM,Guatemala
WLD,World,GIN,Guinea
WLD,World,GNB,Guinea-Bissau
WLD,World,GUY,Guyana
WLD,World,HTI,Haiti
WLD,World,HND,Honduras
WLD,World,HKG,"Hong Kong SAR, China"
WLD,World,HUN,Hungary
WLD,World,ISL,Iceland
WLD,World,IND,India
WLD,World,IDN,Indonesia
WLD,World,IRN,"Iran, Islamic Rep."
WLD,World,IRQ,Iraq
WLD,World,IRL,Ireland
WLD,World,IMY,Isle of Man
WLD,World,ISR,Israel
WLD,World,ITA,Italy
WLD,World,JAM,Jamaica
WLD,World,JPN,Japan
WLD,World,JOR,Jordan
WLD,World,KAZ,Kazakhstan
WLD,World,KEN,Kenya
WLD,World,KIR,Kiribati
WLD,World,PRK,"Korea, Dem. People's Rep."
WLD,World,KOR,"Korea, Rep."
WLD,World,KSV,Kosovo
WLD,World,KWT,Kuwait
WLD,World,KGZ,Kyrgyz Republic
WLD,World,LAO,Lao PDR
WLD,World,LVA,Latvia
WLD,World,LBN,Lebanon
WLD,World,LSO,Lesotho
WLD,World,LBR,Liberia
WLD,World,LBY,Libya
WLD,World,LIE,Liechtenstein
WLD,World,LTU,Lithuania
WLD,World,LUX,Luxembourg
WLD,World,MAC,"Macao SAR, China"
WLD,World,MKD,"Macedonia, FYR"
WLD,World,MDG,Madagascar
WLD,World,MWI,Malawi
WLD,World,MYS,Malaysia
WLD,World,MDV,Maldives
WLD,World,MLI,Mali
WLD,World,MLT,Malta
WLD,World,MHL,Marshall Islands
WLD,World,MRT,Mauritania
WLD,World,MUS,Mauritius
WLD,World,MEX,Mexico
WLD,World,FSM,"Micronesia, Fed. Sts."
WLD,World,MDA,Moldova
WLD,World,MCO,Monaco
WLD,World,MNG,Mongolia
WLD,World,MNE,Montenegro
WLD,World,MAR,Morocco
WLD,World,MOZ,Mozambique
WLD,World,MMR,Myanmar
WLD,World,NAM,Namibia
WLD,World,NPL,Nepal
WLD,World,NLD,Netherlands
WLD,World,NCL,New Caledonia
WLD,World,NZL,New Zealand
WLD,World,NIC,Nicaragua
WLD,World,NER,Niger
WLD,World,NGA,Nigeria
WLD,World,MNP,Northern Mariana Islands
WLD,World,NOR,Norway
WLD,World,OMN,Oman
WLD,World,PAK,Pakistan
WLD,World,PLW,Palau
WLD,World,PAN,Panama
WLD,World,PNG,Papua New Guinea
WLD,World,PRY,Paraguay
WLD,World,PER,Peru
WLD,World,PHL,Philippines
WLD,World,POL,Poland
WLD,World,PRT,Portugal
WLD,World,PRI,Puerto Rico
WLD,World,QAT,Qatar
WLD,World,ROM,Romania
WLD,World,RUS,Russian Federation
WLD,World,RWA,Rwanda
WLD,World,WSM,Samoa
WLD,World,SMR,San Marino
WLD,World,STP,Sao Tome and Principe
WLD,World,SAU,Saudi Arabia
WLD,World,SEN,Senegal
WLD,World,SRB,Serbia
WLD,World,SYC,Seychelles
WLD,World,SLE,Sierra Leone
WLD,World,SGP,Singapore
WLD,World,SXM,Sint Maarten (Dutch part)
WLD,World,SVK,Slovak Republic
WLD,World,SVN,Slovenia
WLD,World,SLB,Solomon Islands
WLD,World,SOM,Somalia
WLD,World,ZAF,South Africa
WLD,World,SSD,South Sudan
WLD,World,ESP,Spain
WLD,World,LKA,Sri Lanka
WLD,World,KNA,St. Kitts and Nevis
WLD,World,LCA,St. Lucia
WLD,World,MAF,St. Martin (French part)
WLD,World,VCT,St. Vincent and the Grenadines
WLD,World,SDN,Sudan
WLD,World,SUR,Suriname
WLD,World,SWZ,Swaziland
WLD,World,SWE,Sweden
WLD,World,CHE,Switzerland
WLD,World,SYR,Syrian Arab Republic
WLD,World,TWN,"Taiwan, China"
WLD,World,TJK,Tajikistan
WLD,World,TZA,Tanzania
WLD,World,THA,Thailand
WLD,World,TMP,Timor-Leste
WLD,World,TGO,Togo
WLD,World,TON,Tonga
WLD,World,TTO,Trinidad and Tobago
WLD,World,TUN,Tunisia
WLD,World,TUR,Turkey
WLD,World,TKM,Turkmenistan
WLD,World,TCA,Turks and Caicos Islands
WLD,World,TUV,Tuvalu
WLD,World,UGA,Uganda
WLD,World,UKR,Ukraine
WLD,World,ARE,United Arab Emirates
WLD,World,GBR,United Kingdom
WLD,World,USA,United States
WLD,World,URY,Uruguay
WLD,World,UZB,Uzbekistan
WLD,World,VUT,Vanuatu
WLD,World,VEN,"Venezuela, RB"
WLD,World,VNM,Vietnam
WLD,World,VIR,Virgin Islands (U.S.)
WLD,World,WBG,West Bank and Gaza
WLD,World,YEM,"Yemen, Rep."
WLD,World,ZMB,Zambia
WLD,World,ZWE,Zimbabwe
